,index,smiles,comp.ID,CAS-RN,formula,mass,name,line,phases
88779,88780,CCCCCCCCCCCCCC(=O)N(CCCCCCCCC)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,90340.0,,C29H59N1O6,517.782,,,Cr 75.6 D 100.2 is
88780,88781,CCCCCCCCCCCCCC(=O)N(CCCCCCCCCC)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,90341.0,,C30H61N1O6,531.808,,,Cr 76.9 D 111 is
88781,88782,CCCCCCCCCCCCCCN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)CCCCCCCCCCCCC,90343.0,,C34H69N1O6,587.915,,,Cr 92.3 D 126.3 is
88782,88783,CCCCCCCCCCCCCCCCN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)CCCCCCCCCCCCC,90344.0,,C36H73N1O6,615.968,,,Cr 92.5 D 126.7 is
88804,88805,CCCCCCCCCCCC(=O)OC[C@H]1O[C@@H](OCCCCCCCC)[C@H](O)[C@@H](O)[C@@H]1O,90366.0,,C26H50O7,474.671,,,Cr 71 D 87.7 is
88805,88806,CCCCCCCCCCCC(=O)OC[C@H]1O[C@H](OCCCCCCCC)[C@H](O)[C@@H](O)[C@@H]1O,90367.0,,C26H50O7,474.671,,,Cr 57.2 D 20.2 is
88807,88808,CCCCCCCCCCCC(=O)OC[C@H]1O[C@@H](OCCCCCCCC)[C@H](O)[C@@H](O)[C@H]1O,90369.0,,C26H50O7,474.671,,,Cr 91.7 D 84.8 is
88884,88885,CCCCCOC1=CC2=C(C=C1OCCCCC)C1=C/C3=N/C4=C(\C=C\C=C/4)\N=C3/C=C\1C1=C2C=C(OCCCCC)C(OCCCCC)=C1,90446.0,,C44H54N2O4,674.911,,,Cr 193.6 D 175.7 is
88885,88886,CCCCCCCCCCCCOC1=CC(C(=O)OC2=CC=C(/C=N/C3=CC=C(C4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=CC(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,90447.0,,C112H172N2O10,1706.572,,,Cr 72 D 146 is
88886,88887,CCCCCCCCCCCCOC1=CC(C(=O)OC2=CC=C(C(=O)O[H]~N3=CC=C(C4=CC=N(~[H]OC(=O)C5=CC=C(OC(=O)C6=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C6)C=C5)C=C4)C=C3)C=C2)=CC(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,90448.0,,C110H172N2O14,1746.548,,,Cr 73 D 82 is
88888,88889,CCCCCCCCCCCCOC(=O)C(=CC1=CC=C(C(=O)OC2=CC=C(/C=N/C3=CC=C(C4=CC=C(/N=C/C5=CC=C(OC(=O)C6=CC=C(C=C(C(=O)OCCCCCCCCCCCC)C(=O)OCCCCCCCCCCCC)C=C6)C=C5)C=C4)C=C3)C=C2)C=C1)C(=O)OCCCCCCCCCCCC,90450.0,,C96H128N2O12,1502.05,,,Cr 111 D 206 is
88892,88893,CCCCCCCCCC(CCCCCCCCC)CCC/C1=C2\C=C3\S/C(=C4\SC5=C/C6=C(\CCCC(CCCCCCCCC)CCCCCCCCC)C7=C(C(=O)N(C)C7=O)\C(OCCC(CCCCCCCCC)CCCCCCCCC)=C6/C=C\5S4)S\C3=C\C2=C(/OCCC(CCCCCCCCC)CCCCCCCCC)C2=C1C(=O)N(C)C2=O,90454.0,,C114H186N2O6S4,1808.966,,,Cr 30 D 106 is
88927,88928,CCCCCCCCCCCC(=O)OC[C@H]1O[C@@H](OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)[C@H](O)[C@@H](O)[C@@H]1O,90489.0,,C29H39F17O7,822.589,,,Cr 74 D 147 is
88956,88957,CCCCCCCCCCCCC1=CC=C(/C2=C3\C=C/C4=C(\C5=CC=C(CCCCCCCCCCCC)C=C5)C5=N6/C(=C(/C7=CC=C(CCCCCCCCCCCC)C=C7)C7=CC=C8/C(C9=CC=C(CCCCCCCCCCCC)C=C9)=C9/C=CC2=N9~[Mn+]~6(N87)N34)C=C5)C=C1.N#C[C](C#N)C1=CC=C([C-](C#N)C#N)C=C1,90518.0,,C104H128Mn1N8,1545.121,,,Cr 183 D 230 is
88999,89000,CCCCCCCCOC1=C(OCCCCCCCC)C(OCCCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(OCCCCCCCC)C=C5[Pd]~45Cl~[Pd]4(Cl~5)C5=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCC)C(OCCCCCCCC)=C(OCCCCCCCC)C=C5[Pd]~45Cl~[Pd]~3(Cl~5)C2=C1,90561.0,,C136H220Cl4N4O12Pd4,2670.634,,,Cr 76 D 320 is
89000,89001,CCCCCCCCCCOC1=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C5[Pd]~45Cl~[Pd]4(Cl~5)C5=CC(OCCCCCCCCCC)=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCC)C(OCCCCCCCCCC)=C(OCCCCCCCCCC)C=C5[Pd]~45Cl~[Pd]~3(Cl~5)C2=C1,90562.0,,C160H268Cl4N4O12Pd4,3007.272,,,Cr 55 D 316 is
89001,89002,CCCCCCCCCCCCCCOC1=C(OCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCC)C=C5[Pd]~45Cl~[Pd]4(Cl~5)C5=CC(OCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCC)C=C5[Pd]~45Cl~[Pd]~3(Cl~5)C2=C1,90563.0,,C208H364Cl4N4O12Pd4,3680.547,,,Cr 74 D 277 is
89002,89003,CCCCCCCCCCCCCCCCOC1=C(OCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCCCC)C=C5[Pd]~45Cl~[Pd]4(Cl~5)C5=CC(OCCCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCCCC)C=C5[Pd]~45Cl~[Pd]~3(Cl~5)C2=C1,90564.0,,C232H412Cl4N4O12Pd4,4017.185,,,Cr 81 D 265 is
89003,89004,CCCCCCCCCCCCCCCCCCOC1=C(OCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCCCCCC)C=C5[Pd]~45Cl~[Pd]4(Cl~5)C5=CC(OCCCCCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCCCCCC)C=C5[Pd]~45Cl~[Pd]~3(Cl~5)C2=C1,90565.0,,C256H460Cl4N4O12Pd4,4353.823,,,Cr 95 D 249 is
89004,89005,CCCCCCCCCCCCOC1=CC=C2C(=C1OCCCCCCCCCCCC)/C=N1/C3=CC=C(C=C3)/N3=C/C4=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=CC=C4[Pd]~34Cl~[Pd]3(Cl~4)C4=CC=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C4/C=N~3/C3=CC=C(C=C3)/N3=C/C4=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=CC=C4[Pd]~34Cl~[Pd]2~1Cl~4,90566.0,,C136H220Cl4N4O8Pd4,2606.636,,,Cr 106 D 295 is
89005,89006,CCCCCCCCCCCCCCCCCCOC1=CC=C2C(=C1OCCCCCCCCCCCCCCCCCC)/C=N1/C3=CC=C(C=C3)/N3=C/C4=C(OCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCC)=CC=C4[Pd]~34Cl~[Pd]3(Cl~4)C4=CC=C(OCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCC)=C4/C=N~3/C3=CC=C(C=C3)/N3=C/C4=C(OCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCC)=CC=C4[Pd]~34Cl~[Pd]2~1Cl~4,90567.0,,C184H316Cl4N4O8Pd4,3279.912,,,Cr 94 D 254 is
89006,89007,CCCCCCCCCCCCOC1=CC(OCCCCCCCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCC)C=C(OCCCCCCCCCCCC)C=C5[Pd]~45Cl~[Pd]4(Cl~5)C5=CC(OCCCCCCCCCCCC)=CC(OCCCCCCCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCC)C=C(OCCCCCCCCCCCC)C=C5[Pd]~45Cl~[Pd]~3(Cl~5)C2=C1,90568.0,,C136H220Cl4N4O8Pd4,2606.636,,,Cr 93 D 257 is
89208,89209,CCC(CC)CCCCC(=O)OC1=C(OC(=O)CCCCC(CC)CC)C(OC(=O)CCCCC(CC)CC)=C(OC(=O)CCCOC(CC)CC)C(OC(=O)CCCCC(CC)CC)=C1OC(=O)CCCCC(CC)CC,90770.0,,C65H112O13,1101.577,,,Cr 60 D 87 is
89209,89210,CCC(CC)CCCCC(=O)OC1C(OC(=O)CCCCC(CC)CC)C(OC(=O)CCCCC(CC)CC)C(OC(=O)CCCOC(CC)CC)C(OC(=O)CCCCC(CC)CC)C1OC(=O)CCCCC(CC)CC,90771.0,,C65H118O13,1107.625,,,Cr 38 D 186 is
89240,89241,CCCCCC[C@@H](OC)OC1=C(O[C@@H](CCCCCC)OC)C=C2C(=C1)C1=CC(O[C@@H](CCCCCC)OC)=C(O[C@@H](CCCCCC)OC)C=C1C1=CC(O[C@@H](CCCCCC)OC)=C(O[C@@H](CCCCCC)OC)C=C21,90802.0,,C66H108O12,1093.557,,,Cr -14 D 85 is
89279,89280,CCCCCCCCCCCCCCCCCC(=O)OCC(CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCC,90841.0,,C43H82O10,759.105,,,Cr 94 D 154 is
89304,89305,CCCCCCCCCCCCCCCCCC(=O)NC[C@H]1OC(SCCCCCCCCCCCC)(SCCCCCCCCCCCC)[C@H](O)[C@@H](O)[C@H]1O,90866.0,,C48H95N1O5S2,830.402,,,Cr 112 D 91 is
89319,89320,CCCCCCCCOC1=C(OCCCCCCCC)/C=C2/C(=O)NN=C(O)/C2=C\1,90881.0,,C24H38N2O4,418.57,,,Cr 100 D 271 is
89320,89321,CCCCCCCCCCCCOC1=C(OCCCCCCCCCCCC)/C=C2/C(=O)NN=C(O)/C2=C\1,90882.0,,C32H54N2O4,530.782,,,Cr 105 D 250 is
89321,89322,CCCCCCCCCCCCCCCCOC1=C(OCCCCCCCCCCCCCCCC)/C=C2/C(=O)NN=C(O)/C2=C\1,90883.0,,C40H70N2O4,642.995,,,Cr 104 D 228 is
89329,89330,CCCOC(=O)C1=CC=C(C2=CC=C(OC(=O)C3=CC=C(C4=CC=C(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O)C=C4)C=C3)C=C2)C=C1,90891.0,,C89H144O25,1614.081,,,Cr 19.4 D 41 is
89330,89331,CCCOC(=O)C1=CC=C(C2=CC=C(OC(=O)C3=CC=C(C4=CC=C(OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)O)C=C4)C=C3)C=C2)C=C1,90892.0,,C80H126O22,1439.843,,,Cr 20.1 D 46.2 is
89798,89799,CCCCCCCCCCCCOC1=CC(C(=O)N(CC(O)CO)CC(O)CO)=CC(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,91369.0,,C49H91N1O8,822.249,,,Cr 40 D 142 is
89867,89868,CCCCCCCCCCCCOC1=CC(C(=O)NC2=CC(C(=O)OC)=CC(NC(=O)C3=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C3)=C2C)=CC(OCCCCCCCCCCCC)=C1OCCCCCCCCCCCC,91438.0,,C95H164N2O10,1494.326,,,Cr 130 D 224 is
89868,89869,CCCCCCCCCCCCCCOC1=CC(C(=O)NC2=CC(C(=O)OC)=CC(NC(=O)C3=CC(OCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCC)=C3)=C2C)=CC(OCCCCCCCCCCCCCC)=C1OCCCCCCCCCCCCCC,91439.0,,C107H188N2O10,1662.645,,,Cr 119 D 200 is
89869,89870,CCCCCCCCCCCCCCCCOC1=CC(C(=O)NC2=CC(C(=O)OC)=CC(NC(=O)C3=CC(OCCCCCCCCCCCCCCCC)=C(OCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCC)=C3)=C2C)=CC(OCCCCCCCCCCCCCCCC)=C1OCCCCCCCCCCCCCCCC,91440.0,,C119H212N2O10,1830.964,,,Cr 112 D 186 is
90189,90190,OC1CCCC1,89137.0,96-41-3,C5H10O1,86.132,Cyclopentanol,,Cr -72 D -18 is
92212,92213,CCCOC1=CC2=C(C(=O)C3=C(C2=O)/C(OCCC)=C(OCCC)\C(OCCC)=C\3)C(O)=C1OCCC,114671.0,,C29H38O8,514.607,"1-Hydroxy-2,3,5,6,7-pentapropyloxy-9,10-anthraquinone",,Cr 68.4 D 106.6 is
92373,92374,CCCCOC1=CC2=C(C(=O)C3=C(C2=O)/C(OCCCC)=C(OCCCC)\C(OCCCC)=C\3)C(O)=C1OCCCC,114832.0,,C34H48O8,584.74,"1-Hydroxy-2,3,5,6,7-pentabutyloxy-9,10-anthraquinone",,Cr 57.5 D 127.6 is
92541,92542,CCCCCOC1=CC2=C(C(=O)C3=C(C2=O)/C(OCCCCC)=C(OCCCCC)\C(OCCCCC)=C\3)C(O)=C1OCCCCC,115000.0,,C39H58O8,654.873,"1-Hydroxy-2,3,5,6,7-pentapentyloxy-9,10-anthraquinone",,Cr 32.4 D 125.3 is
92576,92577,CCCCCOC1=C2C(=O)C3=CC(OCCCC)=C(OCCCC)C(OCCCCC)=C3C(=O)C2=CC(OCCCC)=C1OCCCC,115035.0,,C40H60O8,668.9,"1,5-Dipentoxy-2,3,6,7-tetrabutoxy-910-antraquinone",,Cr 105.4 D 123 is
92611,92612,CCCCCOC1=C(OCCCCC)C=C2C(=C1)C1=CC(OCCCCC)=C(OC(C)=O)C=C1C1=CC(OCCCCC)=C(OC(C)=O)C=C21,115070.0,,C42H56O8,688.889,,,Cr 116 D 167 is
92629,92630,CCCCCCOC1=C2C(=O)C3=CC(OCCCC)=C(OCCCC)C(OCCCCCC)=C3C(=O)C2=CC(OCCCC)=C1OCCCC,115088.0,,C42H64O8,696.953,"1,5-Dihexoxy-2,3,6,7-tetrabutoxy-910-antraquinone",,Cr 83.8 D 118.6 is
92632,92633,C#CC1=C(SCCCCC)C=C2C(=C1)C1=CC(OCCCCC)=C(OCCCCC)C=C1C1=CC(OCCCCC)=C(OCCCCC)C=C12,115091.0,,C45H62O4S1,699.036,,,Cr 57 D 125.4 is
92635,92636,CCCCCOC1=C(OCCCCC)C=C2C(=C1)C1=CC(C#N)=C(SCCCCC)C=C1C1=CC(OCCCCC)=C(OCCCCC)C=C21,115094.0,,C44H61N1O4S1,700.024,,,Cr 121 D 193.8 is
92690,92691,CCCCCCCOC1=C2C(=O)C3=CC(OCCCC)=C(OCCCC)C(OCCCCCCC)=C3C(=O)C2=CC(OCCCC)=C1OCCCC,115149.0,,C44H68O8,725.006,"1,5-Diheptoxy-2,3,6,7-tetrabutoxy-9,10-antraquinone",,Cr 82.6 D 107.8 is
92732,92733,CCCCCCCCOC1=C2C(=O)C3=CC(OCCCC)=C(OCCCC)C(OCCCCCCCC)=C3C(=O)C2=CC(OCCCC)=C1OCCCC,115191.0,,C46H72O8,753.059,"1,5-Dioctoxy-2,3,6,7-tetrabutoxy-9,10-antraquinone",,Cr 77 D 92 is
92734,92735,CCCCCOC1=C(OCCCCC)C=C2C(=C1)C1=CC(Br)=C(SCCCCC)C=C1C1=CC(OCCCCC)=C(OCCCCC)C=C21,115193.0,,C43H61Br1O4S1,753.911,,,Cr 75.6 D 144.8 is
92741,92742,CCCCCOC1=C(OCCCCC)C=C2C(=C1)C1=CC(C#CC(C)(C)O)=C(SCCCCC)C=C1C1=CC(OCCCCC)=C(OCCCCC)C=C21,115200.0,,C48H68O5S1,757.116,,,Cr 81.8 D 167.8 is
92779,92780,CCCCCCCCCOC1=C2C(=O)C3=CC(OCCCC)=C(OCCCC)C(OCCCCCCCCC)=C3C(=O)C2=CC(OCCCC)=C1OCCCC,115238.0,,C48H76O8,781.112,"1,5-Dinonoxy-2,3,6,7-tetrabutoxy-9,10-antraquinone",,Cr 77.2 D 79.4 is
92839,92840,CCCCCCCCCCOC1=C2C(=O)C3=CC(OCCCC)=C(OCCCC)C(OCCCCCCCCCC)=C3C(=O)C2=CC(OCCCC)=C1OCCCC,115298.0,,C50H80O8,809.165,"1,5-Didecoxy-2,3,6,7-tetrabutoxy-9,10-antraquinone",,Cr 38.4 D 59.6 is
92852,92853,CCCCOC1=CC(C2=CC(C3=CC(OCCCC)=C(OCCCC)C(OCCCC)=C3)=O~[Rh+](~C#O)(~C#O)~[O-]2)=CC(OCCCC)=C1OCCCC,115311.0,,C41H59O10Rh1,814.807,"Dicarbonyl-1,3-bis[(3',4',5'-tributyloxy)phenyl]-1,3-propandionatorhodium(I)",,Cr 68.1 D 129.3 is
92887,92888,CCCCCCOC1=CC2=C(C=C1OCCCCCC)C1=C(C=C(OCCCC(=O)O)C(OCCCC(=O)O)=C1)C1=C2C=C(OCCCCCC)C(OCCCCCC)=C1,115346.0,,C50H72O10,833.101,,,Cr 130 D 117.4 is
92922,92923,CCCCCCOC1=CC2=C(C=C1OCCCCCC)C1=C(C=C(OCCCCC(=O)O)C(OCCCCC(=O)O)=C1)C1=C2C=C(OCCCCCC)C(OCCCCCC)=C1,115381.0,,C52H76O10,861.154,,,Cr 94 D 105.3 is
92976,92977,CCCCCCCCOC1=C(OCCCCCCCC)C(OCCCCC)=C2C(=O)C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCC)=C3C(=O)C2=C1,115435.0,,C56H92O8,893.325,"1,5-Dipentoxy-2,3,6,7-tetraoctoxy-9,10-antraquinone",,Cr 55.2 D 73.8 is
92995,92996,CCCCOC1=CC(C2=CC(C3=CC(OCCCC)=C(OCCCC)C(OCCCC)=C3)=O~[Ir+](~C#O)(~C#O)~[O-]2)=CC(OCCCC)=C1OCCCC,115454.0,,C41H59Ir1O10,904.118,"Dicarbonyl-1,3-bis[(3',4',5'-tributyloxy)phenyl]-1,3-propandionatoiridium(I)",,Cr 85.1 D 143.1 is
93025,93026,CCCCCCCCOC1=C(OCCCCCCCC)C(OCCCCCC)=C2C(=O)C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCC)=C3C(=O)C2=C1,115484.0,,C58H96O8,921.378,"1,5-Dihexoxy-2,3,6,7-tetraoctoxy-9,10-antraquinone",,Cr 53.8 D 86.4 is
93060,93061,CCCCCCCCOC1=C(OCCCCCCCC)C(OCCCCCCC)=C2C(=O)C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCC)=C3C(=O)C2=C1,115519.0,,C60H100O8,949.431,"1,5-Diheptoxy-2,3,6,7-tetraoctoxy-9,10-antraquinone",,Cr 39.8 D 91.2 is
93129,93130,CCCCCCCCCOC1=C2C(=O)C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCCC)=C3C(=O)C2=CC(OCCCCCCCC)=C1OCCCCCCCC,115588.0,,C64H108O8,1005.538,"1,5-Dinonoxy-2,3,6,7-tetraoctoxy-9,10-antraquinone",,Cr 51 D 83.2 is
93151,93152,CCCCCCCCCCOC1=C2C(=O)C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCCCC)=C3C(=O)C2=CC(OCCCCCCCC)=C1OCCCCCCCC,115610.0,,C66H112O8,1033.591,"1,5-Didecoxy-2,3,6,7-tetraoctoxy-9,10-antraquinone",,Cr 32 D 57.8 is
93175,93176,CCCCCCCCCCCOC1=C2C(=O)C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCCCCC)=C3C(=O)C2=CC(OCCCCCCCC)=C1OCCCCCCCC,115634.0,,C68H116O8,1061.644,"1,5-Diundecoxy-2,3,6,7-tetraoctoxy-9,10-antraquinone",,Cr 38 D 56.4 is
93187,93188,CCCCCCCCOC1=CC(C2=NC(C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C3)=NC(C3=CC=CC=C3)=C2)=CC(OCCCCCCCC)=C1OCCCCCCCC,115646.0,,C70H112N2O6,1077.648,"4-phenyl-2,6-bis(3,4,5-trioctyloxyphenyl)pyrimidine",,Cr 38.9 D 90.5 is
93195,93196,CCCCCCCCCCCCOC1=C2C(=O)C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCCCCCC)=C3C(=O)C2=CC(OCCCCCCCC)=C1OCCCCCCCC,115654.0,,C70H120O8,1089.697,"1,5-Didodecoxy-2,3,6,7-tetraoctoxy-9,10-antraquinone",,Cr 49.8 D 70 is
93197,93198,CCCCCCCCOC1=CC(C2=NC(C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C3)=NC(C3=CC=C(C)C=C3)=C2)=CC(OCCCCCCCC)=C1OCCCCCCCC,115656.0,,C71H114N2O6,1091.675,,,Cr -2.9 D 104.9 is
93198,93199,CCCCCCCCOC1=CC(C2=NC(C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C3)=NC(C3=CC=CC(C)=C3)=C2)=CC(OCCCCCCCC)=C1OCCCCCCCC,115657.0,,C71H114N2O6,1091.675,,,Cr 13.3 D 88.9 is
93201,93202,CCCCCCCCOC1=CC(C2=NC(C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C3)=NC(C3=CC=C(F)C=C3)=C2)=CC(OCCCCCCCC)=C1OCCCCCCCC,115660.0,,C70H111F1N2O6,1095.639,,,Cr 21.4 D 128.2 is
93202,93203,CCCCCCCCOC1=CC(C2=NC(C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C3)=NC(C3=CC=CC(F)=C3)=C2)=CC(OCCCCCCCC)=C1OCCCCCCCC,115661.0,,C70H111F1N2O6,1095.639,,,Cr 27.3 D 119.8 is
93204,93205,CCCCCCCCOC1=CC(C2=NC(C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C3)=NC(C3=CC=C(CC)C=C3)=C2)=CC(OCCCCCCCC)=C1OCCCCCCCC,115663.0,,C72H116N2O6,1105.701,,,Cr 12.5 D 101.5 is
93207,93208,CCCCCCCCOC1=CC(C2=NC(C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C3)=NC(C3=CC=C(OC)C=C3)=C2)=CC(OCCCCCCCC)=C1OCCCCCCCC,115666.0,,C71H114N2O7,1107.674,,,Cr 36.4 D 104.5 is
93208,93209,CCCCCCCCOC1=CC(C2=NC(C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C3)=NC(C3=CC=CC(OC)=C3)=C2)=CC(OCCCCCCCC)=C1OCCCCCCCC,115667.0,,C71H114N2O7,1107.674,,,Cr 18.2 D 111.5 is
93213,93214,CCCCCCCCOC1=CC(C2=NC(C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C3)=NC(C3=CC=C(Cl)C=C3)=C2)=CC(OCCCCCCCC)=C1OCCCCCCCC,115672.0,,C70H111Cl1N2O6,1112.093,,,Cr 13.9 D 140.9 is
93214,93215,CCCCCCCCOC1=CC(C2=NC(C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C3)=NC(C3=CC=CC(Cl)=C3)=C2)=CC(OCCCCCCCC)=C1OCCCCCCCC,115673.0,,C70H111Cl1N2O6,1112.093,,,Cr 5.2 D 119 is
93239,93240,CCCCCCCCOC1=CC(C2=NC(C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C3)=NC(C3=CC=C(Br)C=C3)=C2)=CC(OCCCCCCCC)=C1OCCCCCCCC,115698.0,,C70H111Br1N2O6,1156.544,,,Cr 9.4 D 144.4 is
93240,93241,CCCCCCCCOC1=CC(C2=NC(C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C3)=NC(C3=CC=CC(Br)=C3)=C2)=CC(OCCCCCCCC)=C1OCCCCCCCC,115699.0,,C70H111Br1N2O6,1156.544,,,Cr 19.4 D 117 is
93269,93270,CCCCCCCCOC1=CC(C2=NC(C3=CC(OCCCCCCCC)=C(OCCCCCCCC)C(OCCCCCCCC)=C3)=NC(C3=CC=C(I)C=C3)=C2)=CC(OCCCCCCCC)=C1OCCCCCCCC,115728.0,,C70H111I1N2O6,1203.545,,,Cr 7.2 D 138 is
93275,93276,CCCCCCOC1=CC(C2=C/C3=C/C4=CC=N5CC[N-]6/C=C\C(=C\C7=CC(C8=CC(OCCCCCC)=C(OCCCCCC)C(OCCCCCC)=C8)=O~[Cu+2](~[O-]7)(~[O-]2)~O3)O~[Cu+2]~5~6~[O-]4)=CC(OCCCCCC)=C1OCCCCCC,115734.0,,C64H96Cu2N2O12,1212.545,,,Cr 61.3 D 173.5 is
93278,93279,CCCCCCCC1=CC=C(CCCCCCC)C2=C1C1=N/C3=C4\C(CCCCCCC)=CC=C(CCCCCCC)\C4=C(/N=C4\N=C(\N=C5/N/C(=N/C2=N/1)C1=C5C(CCCCCCC)=CC=C1CCCCCCC)C1=C4C(CCCCCCO)=CC=C1C)N3,115737.0,,C81H116N8O1,1217.841,,,Cr 64 D 155 is
