,index,smiles,comp.ID,CAS-RN,formula,mass,name,line,phases
88394,88395,CCCCCCCCCCCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCCCCCCCCCCC)/C1=N/C3=N4/C(=N\C5=C6/C=C(OCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCC)=C/C6=C6\N=C7C8=C(C=C(OCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCC)=C8)C8=N\7~[Si]~4(O)(O)(N1\C2=N/8)N65)/C1=C3C=C(OCCCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCCCC)=C1,57050.0,,C176H306N8O10Si1,2722.446,,PhthaloSiOH8x-O-C18H37,Cr 56.7 D 86.6 D ? is
88395,88396,CCCCCCCCCCCCOCC1=CC2=C(C=C1COCCCCCCCCCCCC)/C1=N/C3=N4/C(=N\C5=C6/C=C(COCCCCCCCCCCCC)C(COCCCCCCCCCCCC)=C/C6=C6\N=C7C8=C(C=C(COCCCCCCCCCCCC)C(COCCCCCCCCCCCC)=C8)C8=N\7~[Si]~4(O)(O)(N1\C2=N/8)N65)/C1=C3C=C(COCCCCCCCCCCCC)C(COCCCCCCCCCCCC)=C1,57051.0,,C136H226N8O10Si1,2161.383,,PhthaloSiOH8x-CH2-O-C12H25,Cr -7 D 300 is
88396,88397,*O[Si]123(*)N4/C5=N\C6=N~1C(=N/C1=C7\C=C(OCCCC)C(OCCCC)=C\C7=C(/N=C7C8=C(C=C(OCCCC)C(OCCCC)=C8)C(=N/7~2)\N=C/4C2=C5C=C(OCCCC)C(OCCCC)=C2)N13)\C1=C6C=C(OCCCC)C(OCCCC)=C1,57091.0,,C64H80N8O9Si1,1133.454,,PhthaloSiO8x-O-C4H9,Cr ? D ? is
88398,88399,*O[Si]123(*)N4/C5=N\C6=N~1C(=N/C1=C7\C=C(OCCCCCCCC)C(OCCCCCCCC)=C\C7=C(/N=C7C8=C(C=C(OCCCCCCCC)C(OCCCCCCCC)=C8)C(=N/7~2)\N=C/4C2=C5C=C(OCCCCCCCC)C(OCCCCCCCC)=C2)N13)\C1=C6C=C(OCCCCCCCC)C(OCCCCCCCC)=C1,57053.0,,C96H144N8O9Si1,1582.304,,PhthaloSiO8x-O-C8H17,Cr ? Dho ? is
88400,88401,*O[Si]123(*)N4/C5=N\C6=N~1C(=N/C1=C7\C=C(OCCCCCCCCCCC)C(OCCCCCCCCCCC)=C\C7=C(/N=C7C8=C(C=C(OCCCCCCCCCCC)C(OCCCCCCCCCCC)=C8)C(=N/7~2)\N=C/4C2=C5C=C(OCCCCCCCCCCC)C(OCCCCCCCCCCC)=C2)N13)\C1=C6C=C(OCCCCCCCCCCC)C(OCCCCCCCCCCC)=C1,57055.0,,C120H192N8O9Si1,1918.942,,PhthaloSiO8x-O-C11H23,Cr ? D ? is
88401,88402,*O[Si]123(*)N4/C5=N\C6=N~1C(=N/C1=C7\C=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C\C7=C(/N=C7C8=C(C=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C8)C(=N/7~2)\N=C/4C2=C5C=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C2)N13)\C1=C6C=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C1,57056.0,,C128H208N8O9Si1,2031.155,,PhthaloSiO8x-O-C12H25,Cr ? D ? is
88404,88405,*O[Sn]123(*)N4/C5=N\C6=N~1C(=N/C1=C7\C=C(COCCCCCCCCCCCC)C(COCCCCCCCCCCCC)=C\C7=C(/N=C7C8=C(C=C(COCCCCCCCCCCCC)C(COCCCCCCCCCCCC)=C8)C(=N/7~2)\N=C/4C2=C5C=C(COCCCCCCCCCCCC)C(COCCCCCCCCCCCC)=C2)N13)\C1=C6C=C(COCCCCCCCCCCCC)C(COCCCCCCCCCCCC)=C1,57059.0,,C136H224N8O9Sn1,2233.972,,PhthaloSnO8x-CH2-O-C12H25,Cr 59 D 95 D 114 is
88408,88409,CCCCCCCCCCCCCCCCCCSC1=CC2=C(C=C1SCCCCCCCCCCCCCCCCCC)/C1=N/C3=N4/C(=N\C5=C6/C=C(SCCCCCCCCCCCCCCCCCC)C(SCCCCCCCCCCCCCCCCCC)=C/C6=C6\N=C7C8=C(C=C(SCCCCCCCCCCCCCCCCCC)C(SCCCCCCCCCCCCCCCCCC)=C8)C8=N\7~[Ti]~4(=O)(N1\C2=N/8)N65)/C1=C3C=C(SCCCCCCCCCCCCCCCCCC)C(SCCCCCCCCCCCCCCCCCC)=C1,75367.0,211132-61-5,C176H304N8O1S8Ti1,2852.737,,PhthaloTiO8x-S-C18H37,Cr' 41 Cr' 59 Cr 68 D 292 is
88409,88410,CCCCCCCCOC1=CC2=C(C=C1OCCCCCCCC)/C1=N/C3=N4/C(=N\C5=C6/C=C(OCCCCCCCC)C(OCCCCCCCC)=C/C6=C6\N=C7C8=C(C=C(OCCCCCCCC)C(OCCCCCCCC)=C8)C8=N\7~[V]~4(=O)(N1\C2=N/8)N65)/C1=C3C=C(OCCCCCCCC)C(OCCCCCCCC)=C1,111297.0,,C96H144N8O9V1,1605.16,,PhthaloVO8x-O-C8H17,Cr 63 Dr 250 dec
88410,88411,CCCCCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCCCCC)/C1=N/C3=N4/C(=N\C5=C6/C=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C/C6=C6\N=C7C8=C(C=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C8)C8=N\7~[V]~4(=O)(N1\C2=N/8)N65)/C1=C3C=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C1,111298.0,,C128H208N8O9V1,2054.011,,PhthaloVO8x-O-C12H25,Cr 51 Dr 250 dec
88411,88412,CCCCCCCCCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCCCCCCCCC)/C1=N/C3=N4/C(=N\C5=C6/C=C(OCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCC)=C/C6=C6\N=C7C8=C(C=C(OCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCC)=C8)C8=N\7~[V]~4(=O)(N1\C2=N/8)N65)/C1=C3C=C(OCCCCCCCCCCCCCCCC)C(OCCCCCCCCCCCCCCCC)=C1,111299.0,,C160H272N8O9V1,2502.861,,PhthaloVO8x-O-C16H33,Cr 60 Dr 250 dec
88412,88413,CCCCCCCCCCCCCCCCCCSC1=CC2=C(C=C1SCCCCCCCCCCCCCCCCCC)/C1=N/C3=N4/C(=N\C5=C6/C=C(SCCCCCCCCCCCCCCCCCC)C(SCCCCCCCCCCCCCCCCCC)=C/C6=C6\N=C7C8=C(C=C(SCCCCCCCCCCCCCCCCCC)C(SCCCCCCCCCCCCCCCCCC)=C8)C8=N\7~[V]~4(=O)(N1\C2=N/8)N65)/C1=C3C=C(SCCCCCCCCCCCCCCCCCC)C(SCCCCCCCCCCCCCCCCCC)=C1,74441.0,,C176H304N8O1S8V1,2855.812,,PhthaloVO8x-S-C18H37,(36) Cr 64 Dho 52 Dhd 294 is
88415,88416,CCCCCCCCCCCCOC1=CC2=C(C=C1OCCCCCCCCCCCC)/C1=N/C3=N4/C(=N\C5=C6/C=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C/C6=C6\N=C7C8=C(C=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C8)C8=N\7~[Zn]~4(N1\C2=N/8)N65)/C1=C3C=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C1,79459.0,152109-27-8,C128H208N8O8Zn1,2052.479,,PhthaloZn8x-O-C12H25,Cr 99.3 D 375 is
88416,88417,CCCCCCCCCCCCOCC1=CC2=C(C=C1COCCCCCCCCCCCC)/C1=N/C3=N4/C(=N\C5=C6/C=C(COCCCCCCCCCCCC)C(COCCCCCCCCCCCC)=C/C6=C6\N=C7C8=C(C=C(COCCCCCCCCCCCC)C(COCCCCCCCCCCCC)=C8)C8=N\7~[Zn]~4(N1\C2=N/8)N65)/C1=C3C=C(COCCCCCCCCCCCC)C(COCCCCCCCCCCCC)=C1,57072.0,,C136H224N8O8Zn1,2164.692,,PhthaloZn8x-CH2-O-C12H25,Cr 78 D >300 is
88418,88419,CCCCCC1=CC=C(CCCCC)C2=C1/C1=N/C3=N4/C(=N\C5=C6/C(CCCCC)=CC=C(CCCCC)/C6=C6\N=C7C8=C(C(CCCCC)=CC=C8CCCCC)C8=N\7~[Zn]~4(N1\C2=N/8)N56)/C1=C3C(CCCCC)=CC=C1CCCCC,57132.0,,C72H96N8Zn1,1138.995,,R1224-C5H11,Cr 278.7 D 291.9 is
88419,88420,CCCCCCC1=CC=C(CCCCCC)C2=C1/C1=N/C3=N4/C(=N\C5=C6/C(CCCCCC)=CC=C(CCCCCC)/C6=C6\N=C7C8=C(C(CCCCCC)=CC=C8CCCCCC)C8=N\7~[Zn]~4(N1\C2=N/8)N56)/C1=C3C(CCCCCC)=CC=C1CCCCCC,57133.0,,C80H112N8Zn1,1251.208,,R1224-C6H13,Cr 209.3 D 279.8 D 285 is
88420,88421,CCCCCCCC1=CC=C(CCCCCCC)C2=C1/C1=N/C3=N4/C(=N\C5=C6/C(CCCCCCC)=CC=C(CCCCCCC)/C6=C6\N=C7C8=C(C(CCCCCCC)=CC=C8CCCCCCC)C8=N\7~[Zn]~4(N1\C2=N/8)N56)/C1=C3C(CCCCCCC)=CC=C1CCCCCCC,57134.0,,C88H128N8Zn1,1363.421,,R1224-C7H15,Cr 158.4 D 248.4 D 271.6 is
88421,88422,CCCCCCCCC1=CC=C(CCCCCCCC)C2=C1/C1=N/C3=N4/C(=N\C5=C6/C(CCCCCCCC)=CC=C(CCCCCCCC)/C6=C6\N=C7C8=C(C(CCCCCCCC)=CC=C8CCCCCCCC)C8=N\7~[Zn]~4(N1\C2=N/8)N56)/C1=C3C(CCCCCCCC)=CC=C1CCCCCCCC,57135.0,,C96H144N8Zn1,1475.633,,R1224-C8H17,Cr 104.8 D 223.7 D 258 is
88422,88423,CCCCCCCCCC1=CC=C(CCCCCCCCC)C2=C1/C1=N/C3=N4/C(=N\C5=C6/C(CCCCCCCCC)=CC=C(CCCCCCCCC)/C6=C6\N=C7C8=C(C(CCCCCCCCC)=CC=C8CCCCCCCCC)C8=N\7~[Zn]~4(N1\C2=N/8)N56)/C1=C3C(CCCCCCCCC)=CC=C1CCCCCCCCC,57136.0,,C104H160N8Zn1,1587.846,,R1224-C9H19,Cr 113.9 D 176.5 D 242 is
88423,88424,CCCCCCCCCCC1=CC=C(CCCCCCCCCC)C2=C1/C1=N/C3=N4/C(=N\C5=C6/C(CCCCCCCCCC)=CC=C(CCCCCCCCCC)/C6=C6\N=C7C8=C(C(CCCCCCCCCC)=CC=C8CCCCCCCCCC)C8=N\7~[Zn]~4(N1\C2=N/8)N56)/C1=C3C(CCCCCCCCCC)=CC=C1CCCCCCCCCC,57137.0,,C112H176N8Zn1,1700.058,,R1224-C10H21,Cr 89.6 D 106.6 D 225.1 is
88424,88425,CCCCCCCOCC1=CC=C(COCCCCCCC)C2=C1/C1=N/C3=N4/C(=N\C5=C6/C(COCCCCCCC)=CC=C(COCCCCCCC)/C6=C6\N=C7C8=C(C(COCCCCCCC)=CC=C8COCCCCCCC)C8=N\7~[Zn]~4(N1\C2=N/8)N56)/C1=C3C(COCCCCCCC)=CC=C1COCCCCCCC,57204.0,,C96H144N8O8Zn1,1603.628,,R1224-CH2-O-C7H15,(64) Cr 70 D >300 is
88433,88434,CCCCCCCCCCCCC1=NC2=C(N=C1CCCCCCCCCCCC)C1=N\C2=N/C2=C3\N=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=N\C3=C(/N=C3\N=C(\N=C4/N\C(=N/1)C1=C4N=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=N1)C1=C3N=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=N1)N2,57080.0,,C120H202N16,1868.995,,R1168-C12H25,Cr' 94 Cr 118 Dhd 238 dec
88434,88435,CCCCCCCCCCCCC1=NC2=C(N=C1CCCCCCCCCCCC)/C1=N/C3=N4/C(=N\C5=C6/N=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=N/C6=C6\N=C7C8=C(N=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=N8)C8=N\7~[Cu]~4(N1\C2=N/8)N65)/C1=C3N=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=N1,57081.0,,C120H200Cu1N16,1930.525,,R1170-C12H25,Cr' 71 Cr' 92 Cr 114 Drd 288 dec
88435,88436,CCCCCCCCCCCCC1=NC2=C(N=C1CCCCCCCCCCCC)/C1=N/C3=N4/C(=N\C5=C6/N=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=N/C6=C6\N=C7C8=C(N=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=N8)C8=N\7~[Co]~4(N1\C2=N/8)N65)/C1=C3N=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=N1,57082.0,,C120H200Co1N16,1925.912,,R1172-C12H25,Cr 75 Drd 255 dec
88436,88437,CCCCCCCCCCCCC1=NC2=C(N=C1CCCCCCCCCCCC)/C1=N/C3=N4/C(=N\C5=C6/N=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=N/C6=C6\N=C7C8=C(N=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=N8)C8=N\7~[Ni]~4(N1\C2=N/8)N65)/C1=C3N=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=N1,57083.0,,C120H200N16Ni1,1925.673,,R1174-C12H25,Cr' 76 Cr' 98 Cr 118 Drd 264 dec
88437,88438,CCCCCCCCCCCCCCCCCCC1=CC2=C3C4=C(/C=C(/CCCCCCCCCCCCCCCCCC)C5=CC=C6C(=C54)C4=C3\C1=C/C=C\4N1C(=O)N(CCCCC)C(=O)N61)N1C(=O)N(CCCCC)C(=O)N21,57145.0,,C70H102N6O4,1091.597,,C5H11-R1226-C18H37,Cr 69 D 261 is
88438,88439,CCCCCCCCCCCCC1=CC2=C3C4=C(/C=C(/CCCCCCCCCCCC)C5=CC=C6C(=C54)C4=C3\C1=C/C=C\4N1C(=O)N(CCCCCCCCCCC)C(=O)N61)N1C(=O)N(CCCCCCCCCCC)C(=O)N21,57147.0,,C70H102N6O4,1091.597,,C11H23-R1226-C12H25,Cr -20 Dho 373 is
88439,88440,CCCCCCCCCCCCCCCCCN1C(=O)N2C3=C4C5=C(/C=C(/CCCCC)C6=CC=C7C(=C65)C5=C4\C(=C\C=C/5N4C(=O)N(CCCCCCCCCCCCCCCCC)C(=O)N74)C(CCCCC)=C3)N2C1=O,57148.0,,C68H98N6O4,1063.544,,C17H35-R1226-C5H11,Cr 85 D 202 is
88440,88441,CCCCCCCCCCCCCCCCCN1C(=O)N2C3=C4C5=C(/C=C(/CCCCCCCCCCCC)C6=CC=C7C(=C65)C5=C4\C(=C\C=C/5N4C(=O)N(CCCCCCCCCCCCCCCCC)C(=O)N74)C(CCCCCCCCCCCC)=C3)N2C1=O,57149.0,,C82H126N6O4,1259.916,,C17H35-R1226-C12H25,Cr 15 Dho 316 is
88441,88442,CCCCCCCCCCCCCCCCCCC1=CC2=C3C4=C(/C=C(/CCCCCCCCCCCCCCCCCC)C5=CC=C6C(=C54)C4=C3\C1=C/C=C\4N1C(=O)N(CCCCCCCCCCCCCCCCC)C(=O)N61)N1C(=O)N(CCCCCCCCCCCCCCCCC)C(=O)N21,57146.0,,C94H150N6O4,1428.235,,C17H35-R1226-C18H37,Cr 45 Dho 305 is
88510,88511,CCCCCCCOC1=CC2=C(C=C1OCCCCCCC)CC1=C(C=C(OC(C)=O)C(OCCCCCCC)=C1)CC1=C(C=C(OCCCCCCC)C(OCCCCCCC)=C1)CC1=C(C=C(OCCCCCCC)C(OC(C)=O)=C1)C2,90069.0,,C74H112O10,1161.675,,,Cr 122 D 161 is
88530,88531,CCCCOC1=CC2=C(C=C1OCCCC)C1=C3C(=C(OCCCC)C(OCCCC)=C1)N=NC1=C(OCCCC)C(OCCCC)=CC2=C13,90089.0,,C42H58N2O6,686.92,,,Cr 193.1 Dh 280.1 is
88566,88567,CCCCCCCCCCCCCCCCCC(=O)NC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(SCCCCCCCCCCCC)SCCCCCCCCCCCC,90125.0,,C48H97N1O5S2,832.417,,,Cr 110 Drd 84 Dhd 91 is
88695,88696,CCCCCCOC1=C(OCCCCCC)C(OCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCC)C(OCCCCCC)=C(OCCCCCC)C=C5[Pd]~45Br~[Pd]4(Br~5)C5=CC(OCCCCCC)=C(OCCCCCC)C(OCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCC)C(OCCCCCC)=C(OCCCCCC)C=C5[Pd]~45Br~[Pd]~3(Br~5)C2=C1,90254.0,,C112H172Br4N4O12Pd4,2511.8,,,Cr 103 Dob 306 dec
88696,88697,CCCCCCOC1=C(OCCCCCC)C(OCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCC)C(OCCCCCC)=C(OCCCCCC)C=C5[Pd]~45I~[Pd]4(I~5)C5=CC(OCCCCCC)=C(OCCCCCC)C(OCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCC)C(OCCCCCC)=C(OCCCCCC)C=C5[Pd]~45I~[Pd]~3(I~5)C2=C1,90255.0,,C112H172I4N4O12Pd4,2699.802,,,Cr 123 Dob 306 dec
88697,88698,CCCCCCCCCCCCOC1=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C5[Pd]~45Cl~[Pd]4(Cl~5)C5=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C5[Pd]~45Cl~[Pd]~3(Cl~5)C2=C1,90256.0,146164-58-1,C184H316Cl4N4O12Pd4,3343.91,,,Cr 71 Dob 301 dec
88698,88699,CCCCCCCCCCCCOC1=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C5[Pd]~45Br~[Pd]4(Br~5)C5=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C5[Pd]~45Br~[Pd]~3(Br~5)C2=C1,90257.0,,C184H316Br4N4O12Pd4,3521.714,,,Cr 69 Dob 279 dec
88699,88700,CCCCCCCCCCCCOC1=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C5[Pd]~45I~[Pd]4(I~5)C5=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C5[Pd]~45I~[Pd]~3(I~5)C2=C1,90258.0,,C184H316I4N4O12Pd4,3709.715,,,Cr 62 Dob 265 dec
88700,88701,CCCCCCOC1=C(OCCCCCC)C(OCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCC)C(OCCCCCC)=C(OCCCCCC)C=C5[Pt]~45Cl~[Pt]4(Cl~5)C5=CC(OCCCCCC)=C(OCCCCCC)C(OCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCC)C(OCCCCCC)=C(OCCCCCC)C=C5[Pt]~45Cl~[Pt]~3(Cl~5)C2=C1,90259.0,,C112H172Cl4N4O12Pt4,2688.708,,,Cr 100 Dob 357 dec
88701,88702,CCCCCCOC1=C(OCCCCCC)C(OCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCC)C(OCCCCCC)=C(OCCCCCC)C=C5[Pt]~45Br~[Pt]4(Br~5)C5=CC(OCCCCCC)=C(OCCCCCC)C(OCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCC)C(OCCCCCC)=C(OCCCCCC)C=C5[Pt]~45Br~[Pt]~3(Br~5)C2=C1,90260.0,,C112H172Br4N4O12Pt4,2866.512,,,Cr 111 Dob 341 dec
88702,88703,CCCCCCOC1=C(OCCCCCC)C(OCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCC)C(OCCCCCC)=C(OCCCCCC)C=C5[Pt]~45I~[Pt]4(I~5)C5=CC(OCCCCCC)=C(OCCCCCC)C(OCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCC)C(OCCCCCC)=C(OCCCCCC)C=C5[Pt]~45I~[Pt]~3(I~5)C2=C1,90261.0,,C112H172I4N4O12Pt4,3054.514,,,Cr 107 Dob 328 dec
88703,88704,CCCCCCCCCCCCOC1=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C5[Pt]~45Cl~[Pt]4(Cl~5)C5=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C5[Pt]~45Cl~[Pt]~3(Cl~5)C2=C1,90262.0,,C184H316Cl4N4O12Pt4,3698.622,,,Cr 70 Dob 280 dec
88704,88705,CCCCCCCCCCCCOC1=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C5[Pt]~45Br~[Pt]4(Br~5)C5=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C5[Pt]~45Br~[Pt]~3(Br~5)C2=C1,90263.0,,C184H316Br4N4O12Pt4,3876.426,,,Cr 68 Dob 292 dec
88705,88706,CCCCCCCCCCCCOC1=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C2/C=N3/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C5[Pt]~45I~[Pt]4(I~5)C5=CC(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C5/C=N~4/C4=CC=C(C=C4)/N4=C/C5=C(OCCCCCCCCCCCC)C(OCCCCCCCCCCCC)=C(OCCCCCCCCCCCC)C=C5[Pt]~45I~[Pt]~3(I~5)C2=C1,90264.0,,C184H316I4N4O12Pt4,4064.427,,,Cr 55 Dob 297 dec
88711,88712,CCOC(=O)C1=CC=C(C2=CC=C(OC(=O)C3=CC=C(C4=CC=C(OC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC)C=C4)C=C3)C=C2)C=C1,90270.0,,C65H96O17,1149.448,,,Cr 21.5 D 33.5 is
88718,88719,CCCCCOC1=CC2=C(C=C1OCCCCC)C1=C(C3=C2C=C(OCCCCC)C(OCCCCC)=C3)\C(OCCCCC)=C(OCCCCC)/C(OC(=O)CCO/N=C2/C3=C(C=CC([N+](=O)[O-])=C3)C3=C2C=C([N+](=O)[O-])C=C3[N+](=O)[O-])=C\1,90277.0,,C64H80N4O15,1145.338,,,Cr 50 D 265 is
88758,88759,CCCCCCO[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1OCCCCCC,90319.0,,C18H36O6,348.475,,,Cr 112.7 D 125.1 is
88759,88760,CCCCCCCCO[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1OCCCCCCCC,90320.0,,C22H44O6,404.581,,,Cr 111.2 D 148.1 is
88762,88763,CCCCCCCCCCCCOP(=O)([O-])OCCCCCCCCCCCC.CCCCCCCC[NH2+]C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,90323.0,,C38H82N1O9P1,728.033,,,Cr ? D 151 is
88763,88764,CCCCCCCCCCCC[NH2+]C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,90324.0,,C24H51N1O12,545.661,,,Cr <20 D 157 dec
88769,88770,CCCCCCCCCCCCN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)CCCCCC,90330.0,,C25H51N1O6,461.676,,,Cr 61.9 D 49 is
88770,88771,CCCCCCCCCCCCN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)CCCCCCC,90331.0,,C26H53N1O6,475.702,,,Cr 69.3 D 77.7 is
88771,88772,CCCCCCCCCCCCN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)CCCCCCCC,90332.0,,C27H55N1O6,489.729,,,Cr 73.7 D 93.3 is
88772,88773,CCCCCCCCCCCCN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)CCCCCCCCC,90333.0,,C28H57N1O6,503.755,,,Cr 76.7 D 104.3 is
88773,88774,CCCCCCCCCCCCN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)CCCCCCCCCCC,90334.0,,C30H61N1O6,531.808,,,Cr 85.6 D 116.9 is
88774,88775,CCCCCCCCCCCCCC(=O)N(CCCCCCCCCCCC)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,90335.0,,C32H65N1O6,559.862,,,Cr 87.3 D 122.2 is
88775,88776,CCCCCCCCCCCCCCCC(=O)N(CCCCCCCCCCCC)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,90336.0,,C34H69N1O6,587.915,,,Cr 85.1 D 122.3 is
88776,88777,CCCCCCCCCCCCCCCCCC(=O)N(CCCCCCCCCCCC)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,90337.0,,C36H73N1O6,615.968,,,Cr 83.2 D 118.7 is
88777,88778,CCCCCCCCCCCCCC(=O)N(CCCCCCC)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,90338.0,,C27H55N1O6,489.729,,,Cr' 50 Cr 60.9 D 62.8 is
88778,88779,CCCCCCCCCCCCCC(=O)N(CCCCCCCC)C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,90339.0,,C28H57N1O6,503.755,,,Cr' 66.9 Cr 68.9 D 85.9 is
